접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품_x,수리비용,수리비용청구여부,제조년,접수년,수리부품_y,부품공급업체,Q.C담당
SL25905,2022-12-25,2021-10-21,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2022,Fuse, A상사 , 김민지 
SL25906,2021-08-15,2021-01-16,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25907,2021-05-29,2021-05-11,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL25908,2023-03-01,2022-05-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2023,Fuse, A상사 , 이수현 
SL25909,2023-05-30,2022-05-20,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2022,2023,컨넥터 Ass'y, A케이블 , 이수현 
SL25910,2021-09-04,2020-12-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 이수현 
SL25911,2022-10-27,2022-03-01,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, B사출 , 이수현 
SL25912,2022-04-13,2020-12-19,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL25913,2022-09-19,2022-08-18,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, A테크 , 이수현 
SL25914,2022-07-26,2021-12-02,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL25915,2023-02-01,2022-12-08,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, A테크 , 이수현 
SL25916,2022-09-02,2021-10-11,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022,SMPS Pcb Board, B텍 , 김민지 
SL25917,2022-12-14,2022-09-27,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL25918,2023-05-18,2023-03-20,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25919,2022-09-03,2022-08-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 이수현 
SL25920,2022-08-10,2022-03-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, A케이스 , 이수현 
SL25921,2021-06-27,2020-12-05,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL25922,2023-02-17,2022-06-26,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL25923,2023-03-20,2022-02-22,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 김민지 
SL25924,2023-01-15,2023-01-06,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, C코닝 , 이수현 
SL25925,2022-08-13,2022-01-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, A액정 , 김민지 
SL25926,2023-03-19,2022-09-17,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2023,SMPS Pcb Board, B텍 , 이수현 
SL25927,2022-06-09,2022-06-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL25928,2022-07-11,2022-06-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL25929,2023-05-20,2023-05-12,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL25930,2023-03-18,2022-09-24,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2023,액정 Ass'y, C코닝 , 이수현 
SL25931,2022-12-18,2022-10-23,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25932,2022-09-27,2022-09-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 이수현 
SL25933,2022-09-19,2021-10-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022,Fuse, A상사 , 김민지 
SL25934,2021-09-01,2021-01-04,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 김민지 
SL25935,2022-01-30,2022-01-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 이수현 
SL25936,2022-10-05,2022-08-09,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL25937,2022-04-14,2022-02-06,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 이수현 
SL25938,2022-01-15,2021-12-06,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL25939,2021-05-21,2020-02-04,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021,MAIN Pcb Board, B텍 , 김민지 
SL25940,2022-12-24,2022-03-12,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, B전지 , 김민지 
SL25941,2022-08-30,2022-04-20,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2022,Fuse, B파츠 , 김민지 
SL25942,2023-02-22,2023-01-25,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, B텍 , 김민지 
SL25943,2022-06-04,2021-02-20,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL25944,2021-11-25,2021-11-11,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 이수현 
SL25945,2022-08-17,2021-12-31,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022,SMPS Pcb Board, A테크 , 김민지 
SL25946,2023-05-25,2022-12-03,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25947,2021-10-23,2020-11-14,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2020,2021,스위치 PCB Board Ass'y, B텍 , 이수현 
SL25948,2022-12-17,2022-12-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL25949,2023-03-06,2022-05-28,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, A테크 , 이수현 
SL25950,2023-03-27,2022-07-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2023,Fuse, A상사 , 이수현 
SL25951,2022-02-08,2021-05-15,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL25952,2023-02-02,2022-10-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, B사출 , 이수현 
SL25953,2021-09-06,2021-08-11,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25954,2021-12-18,2021-07-11,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, A액정 , 이수현 
SL25955,2022-03-06,2022-02-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, B패널 , 김민지 
SL25956,2023-05-19,2023-05-01,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 이수현 
SL25957,2022-04-28,2022-04-06,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, C파워 , 이수현 
SL25958,2022-03-01,2021-04-04,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL25959,2023-02-27,2022-01-10,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 이수현 
SL25960,2021-06-13,2020-03-01,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL25961,2022-06-15,2022-01-21,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL25962,2023-05-11,2022-05-30,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 김민지 
SL25963,2022-02-12,2021-08-14,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL25964,2022-03-15,2020-11-30,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2020,2022,액정 Ass'y, C코닝 , 김민지 
SL25965,2022-07-27,2022-07-18,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 이수현 
SL25966,2022-10-15,2022-10-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 김민지 
SL25967,2021-05-02,2020-05-24,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, B텍 , 김민지 
SL25968,2023-01-30,2023-01-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, A케이스 , 김민지 
SL25969,2021-05-05,2020-07-19,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021,MAIN Pcb Board, A테크 , 김민지 
SL25970,2022-09-25,2022-07-24,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, B패널 , 이수현 
SL25971,2023-05-02,2023-04-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, C코닝 , 김민지 
SL25972,2022-10-17,2021-07-16,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022,MAIN Pcb Board, B텍 , 이수현 
SL25973,2021-05-20,2020-03-06,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2020,2021,Fuse, B파츠 , 이수현 
SL25974,2022-12-30,2022-03-08,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, B텍 , 김민지 
SL25975,2021-09-08,2021-01-31,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25976,2022-09-24,2022-02-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022,케이스, C커버 , 이수현 
SL25977,2022-09-04,2021-11-03,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25978,2021-12-23,2021-12-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 이수현 
SL25979,2021-11-08,2020-11-02,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25980,2022-10-13,2022-10-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL25981,2023-05-29,2023-05-10,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023,액정 Ass'y, B패널 , 김민지 
SL25982,2021-11-12,2021-05-02,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, B패널 , 김민지 
SL25983,2022-11-17,2022-02-06,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2022,2022,Fuse, A상사 , 김민지 
SL25984,2022-01-13,2021-10-10,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022,SMPS Pcb Board, B텍 , 이수현 
SL25985,2022-11-02,2022-06-07,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022,액정 Ass'y, A액정 , 이수현 
SL25986,2022-10-25,2021-08-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, B패널 , 이수현 
SL25987,2023-02-01,2022-10-14,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL25988,2021-05-13,2021-04-18,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, A액정 , 김민지 
SL25989,2021-07-21,2021-07-10,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, A케이스 , 이수현 
SL25990,2021-05-27,2020-04-03,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2020,2021,컨넥터 Ass'y, B통신 , 이수현 
SL25991,2021-12-04,2020-12-21,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2020,2021,Battery, C파워 , 김민지 
SL25992,2021-05-02,2020-06-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, C코닝 , 이수현 
SL25993,2021-08-19,2021-08-11,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL25994,2022-04-27,2021-12-16,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 이수현 
SL25995,2021-08-07,2020-09-18,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, B패널 , 김민지 
SL25996,2021-11-28,2021-11-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, C커버 , 이수현 
SL25997,2021-08-18,2021-01-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2021,Fuse, B파츠 , 이수현 
SL25998,2022-10-16,2022-07-02,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL25999,2021-10-23,2021-09-08,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021,스위치 PCB Board Ass'y, A테크 , 김민지 
SL26000,2021-05-20,2020-08-24,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2020,2021,액정 Ass'y, C코닝 , 김민지 
SL26001,2023-04-22,2023-02-27,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, B텍 , 이수현 
SL26002,2023-02-25,2022-02-22,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 김민지 
SL26003,2022-12-04,2022-11-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, C커버 , 이수현 
SL26004,2023-03-27,2022-06-25,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL26005,2023-03-02,2021-11-20,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2023,컨넥터 Ass'y, A케이블 , 김민지 
SL26006,2022-05-22,2022-01-25,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26007,2022-08-06,2022-07-23,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2022,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL26008,2023-04-22,2022-07-05,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2023,Battery, A리튬 , 이수현 
SL26009,2022-01-30,2022-01-28,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26010,2022-02-23,2021-03-31,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2022,컨넥터 Ass'y, A케이블 , 이수현 
SL26011,2023-05-30,2022-02-10,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, A케이스 , 김민지 
SL26012,2021-05-09,2021-05-04,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL26013,2023-02-10,2023-01-18,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL26014,2022-01-29,2021-10-27,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2022,Battery, A리튬 , 이수현 
SL26015,2022-12-11,2021-11-06,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, C커버 , 김민지 
SL26016,2022-01-14,2021-12-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022,액정 Ass'y, B패널 , 김민지 
SL26017,2021-08-06,2021-05-31,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, B텍 , 이수현 
SL26018,2022-11-23,2022-06-17,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26019,2021-11-18,2021-09-15,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021,Battery, C파워 , 김민지 
SL26020,2021-08-14,2021-07-19,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 이수현 
SL26021,2021-12-13,2021-02-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 김민지 
SL26022,2022-05-31,2021-08-07,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, B텍 , 김민지 
SL26023,2022-08-18,2021-10-30,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, C커버 , 김민지 
SL26024,2021-09-14,2020-07-01,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, A케이스 , 김민지 
SL26025,2022-10-09,2022-09-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022,액정 Ass'y, C코닝 , 김민지 
SL26026,2022-11-28,2022-11-09,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, B사출 , 김민지 
SL26027,2023-02-02,2023-01-06,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL26028,2021-10-16,2021-08-19,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, A테크 , 김민지 
SL26029,2022-10-03,2022-09-06,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022,SMPS Pcb Board, B텍 , 이수현 
SL26030,2023-01-09,2021-11-03,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2021,2023,Fuse, A상사 , 이수현 
SL26031,2022-04-28,2021-05-21,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2021,2022,Battery, C파워 , 김민지 
SL26032,2022-01-08,2021-09-06,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022,MAIN Pcb Board, A테크 , 이수현 
SL26033,2022-09-04,2021-07-13,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022,스위치 PCB Board Ass'y, A테크 , 이수현 
SL26034,2023-03-14,2023-03-02,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, C커버 , 김민지 
SL26035,2022-10-15,2022-09-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022,케이스, A케이스 , 김민지 
SL26036,2023-05-26,2022-11-16,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023,케이스, C커버 , 이수현 
SL26037,2021-08-24,2021-04-15,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26038,2023-03-27,2021-12-31,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2023,MAIN Pcb Board, C테크놀러지 , 김민지 
SL26039,2021-05-31,2021-05-21,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021,액정 Ass'y, C코닝 , 김민지 
SL26040,2023-03-05,2022-01-15,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 이수현 
SL26041,2021-05-18,2020-08-09,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, B사출 , 김민지 
SL26042,2023-03-28,2022-11-17,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023,스위치 PCB Board Ass'y, C테크놀러지 , 이수현 
SL26043,2022-09-02,2022-04-21,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022,Battery, A리튬 , 김민지 
SL26044,2023-05-06,2023-04-19,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26045,2021-09-29,2020-09-27,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2021,스위치 PCB Board Ass'y, C테크놀러지 , 김민지 
SL26046,2021-07-22,2021-06-20,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021,MAIN Pcb Board, C테크놀러지 , 이수현 
SL26047,2021-11-23,2021-04-27,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021,케이스, A케이스 , 김민지 
SL26048,2023-03-27,2023-03-18,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023,케이스, B사출 , 김민지 
SL26049,2022-01-05,2021-08-01,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 김민지 
SL26050,2021-08-15,2020-12-18,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021,액정 Ass'y, C코닝 , 김민지 
SL26051,2022-03-13,2021-04-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022,케이스, A케이스 , 김민지 
SL26052,2022-03-25,2021-05-17,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2022,Battery, C파워 , 이수현 
SL26053,2023-04-11,2022-01-29,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2022,2023,SMPS Pcb Board, B텍 , 이수현 
SL26054,2023-01-10,2022-08-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, B패널 , 김민지 
SL26055,2023-01-04,2022-09-26,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2023,Battery, C파워 , 김민지 
SL26056,2021-11-17,2021-08-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021,액정 Ass'y, B패널 , 이수현 
SL26057,2021-09-06,2020-06-21,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021,케이스, B사출 , 이수현 
SL26058,2021-12-14,2021-09-17,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2021,Fuse, A상사 , 이수현 
SL26059,2021-07-05,2021-06-27,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021,케이스, B사출 , 이수현 
SL26060,2022-09-02,2021-06-02,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2022,액정 Ass'y, C코닝 , 김민지 
SL26061,2022-11-28,2022-07-09,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022,컨넥터 Ass'y, B통신 , 이수현 
SL26062,2023-05-28,2022-12-08,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023,액정 Ass'y, C코닝 , 김민지 
