접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부
SL25759,2021-11-05,2021-10-23,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25760,2021-08-05,2021-07-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25761,2023-05-26,2022-10-03,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25762,2023-04-01,2023-02-04,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25763,2022-12-04,2022-09-16,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25764,2022-12-05,2022-11-20,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25765,2022-08-18,2021-08-27,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25766,2022-07-17,2021-06-23,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25767,2021-12-18,2021-03-18,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25768,2022-11-05,2022-10-11,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25769,2021-06-21,2020-06-05,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25770,2022-10-27,2022-08-31,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL25771,2021-09-30,2021-09-08,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25772,2022-08-06,2022-07-07,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25773,2022-03-14,2021-12-20,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25774,2022-05-18,2022-05-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25775,2022-05-25,2021-06-24,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25776,2022-04-03,2022-03-15,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25777,2022-07-14,2021-12-10,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25778,2022-01-24,2022-01-12,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25779,2023-02-13,2021-11-01,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25780,2022-10-27,2022-10-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25781,2021-07-29,2021-07-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25782,2021-10-06,2021-09-19,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25783,2022-07-04,2021-06-04,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000
SL25784,2022-11-20,2022-10-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25785,2021-07-17,2020-04-22,기능,버튼,두번 터치됨,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25786,2022-06-12,2022-05-16,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25787,2022-01-04,2021-12-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25788,2021-09-15,2020-09-10,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL25789,2021-06-03,2020-09-14,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25790,2022-12-12,2021-08-29,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25791,2022-03-23,2022-03-13,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL25792,2023-02-12,2022-10-10,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25793,2023-04-13,2021-12-30,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25794,2023-05-31,2022-03-04,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25795,2022-01-09,2021-12-25,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25796,2021-06-16,2020-11-05,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25797,2022-04-16,2022-02-13,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25798,2022-05-17,2022-04-30,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25799,2022-04-22,2021-12-20,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25800,2021-11-11,2021-07-20,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25801,2022-01-04,2020-11-24,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25802,2022-06-29,2022-05-05,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25803,2022-01-22,2020-11-03,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25804,2022-02-23,2021-10-10,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25805,2021-09-14,2020-10-29,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25806,2021-11-04,2021-10-23,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25807,2022-07-27,2021-08-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25808,2023-01-17,2021-12-22,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25809,2021-07-23,2021-01-27,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25810,2023-04-21,2023-04-11,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25811,2022-11-16,2022-11-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25812,2021-09-28,2020-06-13,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25813,2021-08-20,2020-10-31,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25814,2023-05-04,2023-04-21,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25815,2022-06-19,2022-06-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25816,2021-11-01,2021-10-27,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25817,2023-05-11,2022-08-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25818,2023-03-30,2022-04-08,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25819,2021-06-23,2021-02-03,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL25820,2022-03-11,2022-02-14,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25821,2023-02-18,2022-10-17,기능,화면,백화현상,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25822,2023-02-07,2023-01-22,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25823,2022-08-01,2021-04-13,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000
SL25824,2022-04-17,2022-02-25,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25825,2021-07-02,2021-05-04,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25826,2022-12-05,2022-06-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25827,2023-02-09,2022-11-25,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25828,2021-07-04,2021-06-21,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25829,2021-07-05,2020-10-16,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL25830,2022-05-13,2022-04-26,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25831,2022-03-23,2021-01-26,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000
SL25832,2022-08-01,2022-07-05,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25833,2023-01-02,2021-10-18,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL25834,2023-01-05,2022-03-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25835,2021-08-29,2021-06-20,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25836,2021-06-21,2021-01-07,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25837,2021-06-13,2021-06-07,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25838,2023-02-18,2022-06-18,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25839,2023-03-07,2023-02-18,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25840,2022-11-21,2021-11-10,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25841,2023-01-27,2021-12-09,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25842,2021-10-13,2020-10-13,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25843,2023-04-20,2022-11-09,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25844,2021-10-27,2021-05-09,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25845,2022-06-25,2021-04-26,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25846,2022-06-25,2021-11-11,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25847,2022-05-10,2021-08-26,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25848,2023-02-07,2022-04-28,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25849,2022-11-08,2022-07-16,기능,화면,안켜짐,컨넥터 이탈,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25850,2021-07-01,2020-09-07,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25851,2021-05-14,2020-02-19,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25852,2021-10-07,2021-09-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25853,2022-05-26,2022-04-21,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25854,2021-10-04,2021-09-23,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25855,2022-09-18,2022-07-17,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25856,2022-04-26,2022-04-08,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25857,2022-04-24,2022-03-21,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25858,2022-10-19,2021-11-24,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25859,2023-01-01,2022-10-19,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구
SL25860,2022-10-24,2022-10-06,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25861,2021-05-31,2020-07-03,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL25862,2022-03-09,2022-02-16,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25863,2023-01-30,2022-05-10,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25864,2023-03-04,2022-10-04,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25865,2022-07-22,2021-10-05,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25866,2022-07-10,2022-04-26,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25867,2022-09-27,2022-09-17,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25868,2022-08-27,2021-08-22,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25869,2022-11-15,2022-11-09,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25870,2023-02-22,2023-01-30,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25871,2023-04-12,2023-03-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25872,2022-05-01,2022-02-25,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25873,2021-09-28,2021-01-06,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구
SL25874,2021-09-30,2021-03-10,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25875,2022-04-29,2022-04-21,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25876,2023-05-08,2023-04-16,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25877,2022-04-05,2021-12-16,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25878,2022-01-12,2021-12-08,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25879,2022-02-13,2022-02-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25880,2021-12-19,2021-01-23,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25881,2021-10-18,2021-09-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25882,2021-12-18,2021-11-30,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25883,2023-05-28,2023-05-01,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25884,2021-11-18,2021-11-15,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25885,2022-06-13,2021-07-15,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL25886,2021-06-13,2021-05-18,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25887,2021-12-07,2020-08-20,기능,화면,백화현상,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25888,2021-07-20,2020-08-20,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL25889,2023-01-05,2023-01-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25890,2021-07-13,2020-07-02,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25891,2022-06-21,2021-04-03,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25892,2021-05-26,2021-05-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25893,2021-07-28,2021-04-09,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25894,2021-12-04,2021-08-28,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25895,2021-09-13,2020-12-17,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구
SL25896,2022-12-21,2022-01-17,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25897,2021-08-24,2021-05-07,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25898,2021-10-17,2021-09-18,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25899,2022-09-06,2022-09-04,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25900,2022-08-09,2022-08-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25901,2022-03-14,2022-03-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25902,2021-11-27,2020-11-13,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25903,2022-05-25,2022-05-09,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25904,2023-01-08,2022-12-14,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25905,2022-12-25,2021-10-21,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL25906,2021-08-15,2021-01-16,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25907,2021-05-29,2021-05-11,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25908,2023-03-01,2022-05-30,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25909,2023-05-30,2022-05-20,기능,화면,안켜짐,컨넥터 이탈,유상,부품교체,컨넥터 Ass'y,18000,18000
SL25910,2021-09-04,2020-12-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25911,2022-10-27,2022-03-01,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25912,2022-04-13,2020-12-19,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000
SL25913,2022-09-19,2022-08-18,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25914,2022-07-26,2021-12-02,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구
SL25915,2023-02-01,2022-12-08,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25916,2022-09-02,2021-10-11,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25917,2022-12-14,2022-09-27,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25918,2023-05-18,2023-03-20,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25919,2022-09-03,2022-08-09,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25920,2022-08-10,2022-03-11,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25921,2021-06-27,2020-12-05,기능,전원,켜지지 않음,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25922,2023-02-17,2022-06-26,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25923,2023-03-20,2022-02-22,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25924,2023-01-15,2023-01-06,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25925,2022-08-13,2022-01-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25926,2023-03-19,2022-09-17,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구
SL25927,2022-06-09,2022-06-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25928,2022-07-11,2022-06-25,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25929,2023-05-20,2023-05-12,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25930,2023-03-18,2022-09-24,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25931,2022-12-18,2022-10-23,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25932,2022-09-27,2022-09-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25933,2022-09-19,2021-10-13,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25934,2021-09-01,2021-01-04,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25935,2022-01-30,2022-01-16,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25936,2022-10-05,2022-08-09,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25937,2022-04-14,2022-02-06,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25938,2022-01-15,2021-12-06,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25939,2021-05-21,2020-02-04,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25940,2022-12-24,2022-03-12,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL25941,2022-08-30,2022-04-20,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구
SL25942,2023-02-22,2023-01-25,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25943,2022-06-04,2021-02-20,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25944,2021-11-25,2021-11-11,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25945,2022-08-17,2021-12-31,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
SL25946,2023-05-25,2022-12-03,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25947,2021-10-23,2020-11-14,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25948,2022-12-17,2022-12-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25949,2023-03-06,2022-05-28,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25950,2023-03-27,2022-07-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL25951,2022-02-08,2021-05-15,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25952,2023-02-02,2022-10-17,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25953,2021-09-06,2021-08-11,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25954,2021-12-18,2021-07-11,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25955,2022-03-06,2022-02-21,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25956,2023-05-19,2023-05-01,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25957,2022-04-28,2022-04-06,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구
SL25958,2022-03-01,2021-04-04,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25959,2023-02-27,2022-01-10,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25960,2021-06-13,2020-03-01,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25961,2022-06-15,2022-01-21,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구
SL25962,2023-05-11,2022-05-30,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25963,2022-02-12,2021-08-14,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구
SL25964,2022-03-15,2020-11-30,기능,화면,안켜짐,액정 고장,유상,부품교체,액정 Ass'y,80000,80000
SL25965,2022-07-27,2022-07-18,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25966,2022-10-15,2022-10-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25967,2021-05-02,2020-05-24,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25968,2023-01-30,2023-01-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25969,2021-05-05,2020-07-19,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25970,2022-09-25,2022-07-24,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000
SL25971,2023-05-02,2023-04-15,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25972,2022-10-17,2021-07-16,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25973,2021-05-20,2020-03-06,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000
SL25974,2022-12-30,2022-03-08,기능,화면,안켜짐,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25975,2021-09-08,2021-01-31,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구
SL25976,2022-09-24,2022-02-24,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000
SL25977,2022-09-04,2021-11-03,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구
SL25978,2021-12-23,2021-12-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25979,2021-11-08,2020-11-02,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000
SL25980,2022-10-13,2022-10-03,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구
SL25981,2023-05-29,2023-05-10,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구
SL25982,2021-11-12,2021-05-02,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구
SL25983,2022-11-17,2022-02-06,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구
SL25984,2022-01-13,2021-10-10,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구
