,접수번호,접수날짜,제조일자,불량유형_대,불량유형_중,불량유형_소,원인,유상/무상,처리내역,수리부품,수리비용,수리비용청구여부,제조년,접수년
4855,SL26415,2022-10-06,2022-03-31,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2022
4856,SL26416,2022-08-11,2022-07-31,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4857,SL26417,2021-07-01,2021-06-03,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4858,SL26418,2021-12-19,2021-03-30,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
4859,SL26419,2022-11-19,2021-12-28,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
4860,SL26420,2023-04-23,2023-03-26,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023
4861,SL26421,2021-12-29,2021-10-11,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021
4862,SL26422,2022-06-11,2021-04-25,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
4863,SL26423,2023-04-01,2023-02-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2023,2023
4864,SL26424,2023-02-03,2022-08-04,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2023
4865,SL26425,2023-05-02,2023-04-07,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
4866,SL26426,2022-07-08,2021-08-05,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
4867,SL26427,2021-10-24,2021-05-04,기능,화면,안켜짐,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4868,SL26428,2021-07-13,2021-02-08,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021
4869,SL26429,2022-03-14,2021-03-05,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2021,2022
4870,SL26430,2022-12-20,2022-11-23,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4871,SL26431,2023-01-09,2022-12-21,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2023
4872,SL26432,2021-12-24,2021-04-09,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2021,2021
4873,SL26433,2021-11-29,2021-11-06,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4874,SL26434,2023-01-03,2022-12-10,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023
4875,SL26435,2021-10-10,2021-09-20,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4876,SL26436,2022-11-04,2021-09-16,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
4877,SL26437,2021-06-20,2021-06-16,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4878,SL26438,2022-10-24,2021-07-20,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
4879,SL26439,2021-10-02,2021-09-13,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4880,SL26440,2022-04-26,2021-03-04,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
4881,SL26441,2021-11-28,2021-11-08,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4882,SL26442,2023-01-27,2022-02-16,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023
4883,SL26443,2021-06-07,2021-05-22,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4884,SL26444,2022-12-03,2022-11-12,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4885,SL26445,2022-07-15,2022-06-26,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4886,SL26446,2023-03-24,2022-10-24,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2023
4887,SL26447,2022-10-05,2022-08-12,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
4888,SL26448,2022-10-06,2022-01-20,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
4889,SL26449,2023-05-06,2023-02-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023
4890,SL26450,2022-06-14,2022-06-04,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4891,SL26451,2021-09-09,2021-09-01,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4892,SL26452,2023-04-17,2023-04-15,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
4893,SL26453,2023-04-05,2022-04-06,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2023
4894,SL26454,2023-05-27,2023-03-07,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2023,2023
4895,SL26455,2021-06-25,2021-06-01,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4896,SL26456,2022-06-27,2021-09-27,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
4897,SL26457,2021-07-03,2021-02-18,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4898,SL26458,2021-08-17,2021-07-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4899,SL26459,2022-08-28,2022-08-04,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4900,SL26460,2022-09-16,2021-10-04,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
4901,SL26461,2021-10-12,2021-06-11,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
4902,SL26462,2022-01-12,2020-11-04,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2022
4903,SL26463,2023-01-26,2022-04-07,기능,화면,안켜짐,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
4904,SL26464,2023-02-20,2022-01-01,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2022,2023
4905,SL26465,2022-01-06,2021-12-24,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2022
4906,SL26466,2022-04-26,2021-09-18,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022
4907,SL26467,2022-07-05,2022-06-20,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4908,SL26468,2021-11-18,2020-12-17,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2020,2021
4909,SL26469,2021-08-22,2020-07-12,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
4910,SL26470,2021-11-25,2021-10-13,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2021
4911,SL26471,2022-11-14,2022-04-04,기능,화면,백화현상,액정 고장,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4912,SL26472,2021-07-29,2020-12-18,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2020,2021
4913,SL26473,2021-11-24,2021-11-21,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4914,SL26474,2021-09-15,2021-08-25,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4915,SL26475,2022-05-25,2021-03-12,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2021,2022
4916,SL26476,2021-09-12,2021-05-31,기능,화면,백화현상,컨넥터 접촉불량,무상,제품교환,컨넥터 Ass'y,18000,미청구,2021,2021
4917,SL26477,2022-11-20,2022-06-03,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
4918,SL26478,2022-02-27,2022-02-15,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4919,SL26479,2023-05-05,2022-06-07,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
4920,SL26480,2022-02-14,2020-11-03,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2020,2022
4921,SL26481,2022-06-01,2022-05-09,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4922,SL26482,2021-12-17,2021-11-29,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4923,SL26483,2023-03-28,2023-02-23,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2023,2023
4924,SL26484,2022-07-06,2021-05-09,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
4925,SL26485,2023-05-27,2023-03-26,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2023,2023
4926,SL26486,2023-02-06,2021-12-26,기능,화면,백화현상,액정 고장,유상,부품교체,액정 Ass'y,80000,80000,2021,2023
4927,SL26487,2023-02-08,2022-02-09,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
4928,SL26488,2023-03-29,2022-12-07,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
4929,SL26489,2023-03-21,2022-11-08,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023
4930,SL26490,2021-11-02,2021-02-20,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2021
4931,SL26491,2022-06-24,2021-03-01,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022
4932,SL26492,2023-04-04,2022-04-07,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2023
4933,SL26493,2021-06-23,2021-02-18,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
4934,SL26494,2023-05-24,2023-01-03,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2023,2023
4935,SL26495,2023-05-31,2023-05-09,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
4936,SL26496,2022-04-09,2021-12-03,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
4937,SL26497,2022-01-15,2021-10-18,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022
4938,SL26498,2021-05-09,2021-04-16,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4939,SL26499,2022-07-20,2021-11-21,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
4940,SL26500,2021-08-23,2021-04-23,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
4941,SL26501,2022-06-09,2021-04-24,기능,버튼,두번 터치됨,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2021,2022
4942,SL26502,2023-02-07,2023-01-15,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
4943,SL26503,2022-10-14,2022-09-30,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4944,SL26504,2021-12-29,2021-07-21,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2021
4945,SL26505,2021-11-27,2021-11-04,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4946,SL26506,2023-01-23,2022-12-26,기능,버튼,동작안함,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2023
4947,SL26507,2023-01-24,2022-10-22,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023
4948,SL26508,2021-06-30,2020-07-17,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2020,2021
4949,SL26509,2021-12-15,2020-11-05,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
4950,SL26510,2023-02-22,2023-02-05,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
4951,SL26511,2023-01-16,2022-02-11,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2023
4952,SL26512,2022-07-31,2021-12-17,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2021,2022
4953,SL26513,2022-05-26,2022-05-18,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4954,SL26514,2023-04-04,2022-02-17,기능,화면,백화현상,컨넥터 접촉불량,유상,부품교체,컨넥터 Ass'y,18000,18000,2022,2023
4955,SL26515,2022-12-01,2022-11-17,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4956,SL26516,2022-01-09,2021-07-05,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022
4957,SL26517,2022-08-19,2022-02-06,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2022,2022
4958,SL26518,2022-11-23,2022-07-07,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2022,2022
4959,SL26519,2021-10-05,2021-09-27,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
4960,SL26520,2023-05-12,2022-09-16,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
4961,SL26521,2021-08-16,2021-07-13,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
4962,SL26522,2022-11-08,2022-05-24,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022
4963,SL26523,2022-04-21,2021-10-24,기능,화면,백화현상,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022
4964,SL26524,2021-09-22,2020-12-05,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021
4965,SL26525,2023-02-03,2022-05-11,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2022,2023
4966,SL26526,2022-08-15,2022-08-05,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
4967,SL26527,2022-06-17,2022-06-15,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4968,SL26528,2022-07-08,2022-06-11,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4969,SL26529,2022-12-15,2022-11-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
4970,SL26530,2022-11-02,2022-10-11,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4971,SL26531,2022-02-16,2021-01-17,기능,전원,켜지지 않음,배터리 방전,유상,부품교체,Battery,30000,30000,2021,2022
4972,SL26532,2022-01-05,2020-09-13,기능,전원,켜지지 않음,전원스위치 고장,유상,부품교체,SMPS Pcb Board,45000,45000,2020,2022
4973,SL26533,2022-06-30,2022-06-22,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4974,SL26534,2022-06-10,2021-10-08,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2022
4975,SL26535,2021-06-04,2020-11-24,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2020,2021
4976,SL26536,2021-05-23,2021-03-11,기능,버튼,동작안함,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2021
4977,SL26537,2022-08-24,2021-09-06,기능,화면,백화현상,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022
4978,SL26538,2021-10-30,2021-07-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
4979,SL26539,2021-05-22,2020-07-03,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
4980,SL26540,2021-10-20,2021-03-31,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
4981,SL26541,2022-01-03,2021-08-23,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
4982,SL26542,2021-09-13,2021-09-07,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4983,SL26543,2022-10-04,2021-10-16,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
4984,SL26544,2022-09-11,2022-03-06,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
4985,SL26545,2023-03-03,2022-09-23,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
4986,SL26546,2021-11-16,2021-05-17,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
4987,SL26547,2022-05-02,2021-03-22,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
4988,SL26548,2022-02-28,2021-10-17,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2021,2022
4989,SL26549,2022-06-11,2022-01-21,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2022,2022
4990,SL26550,2022-02-03,2020-10-31,기능,화면,안켜짐,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2022
4991,SL26551,2022-08-15,2022-02-06,기능,화면,백화현상,컨넥터 접촉불량,무상,부품교체,컨넥터 Ass'y,18000,미청구,2022,2022
4992,SL26552,2022-07-08,2022-06-20,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
4993,SL26553,2021-10-28,2021-10-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
4994,SL26554,2022-05-06,2021-06-16,기능,버튼,두번 터치됨,Pcb Board 고장,무상,제품교환,MAIN Pcb Board,50000,미청구,2021,2022
4995,SL26555,2022-08-20,2022-01-27,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
4996,SL26556,2022-04-27,2022-04-06,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
4997,SL26557,2021-09-02,2020-12-16,기능,전원,켜지지 않음,휴즈 끊어짐,무상,제품교환,Fuse,3000,미청구,2020,2021
4998,SL26558,2023-05-24,2023-02-25,기능,버튼,두번 터치됨,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2023,2023
4999,SL26559,2022-03-28,2022-01-12,외관,파손,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
5000,SL26560,2022-11-28,2021-12-05,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
5001,SL26561,2021-07-23,2021-03-07,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2021,2021
5002,SL26562,2022-05-24,2021-06-18,기능,전원,켜지지 않음,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
5003,SL26563,2022-07-22,2022-06-25,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5004,SL26564,2022-03-10,2021-05-27,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
5005,SL26565,2021-09-13,2021-04-01,기능,화면,안켜짐,컨넥터 이탈,무상,부품교체,컨넥터 Ass'y,18000,미청구,2021,2021
5006,SL26566,2022-01-02,2021-08-17,기능,버튼,동작안함,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2022
5007,SL26567,2022-12-17,2022-12-14,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5008,SL26568,2021-05-27,2021-03-07,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2021
5009,SL26569,2021-07-01,2020-12-31,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
5010,SL26570,2022-10-24,2021-10-28,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2021,2022
5011,SL26571,2022-11-08,2022-03-31,기능,전원,켜지지 않음,배터리 방전,무상,부품교체,Battery,30000,미청구,2022,2022
5012,SL26572,2022-06-20,2022-05-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5013,SL26573,2023-03-30,2022-03-26,기능,전원,켜지지 않음,휴즈 끊어짐,유상,부품교체,Fuse,3000,3000,2022,2023
5014,SL26574,2021-08-03,2020-07-12,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
5015,SL26575,2021-09-12,2021-09-08,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
5016,SL26576,2021-09-22,2021-03-09,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2021,2021
5017,SL26577,2021-05-06,2021-04-27,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
5018,SL26578,2021-06-02,2021-05-17,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
5019,SL26579,2021-06-15,2020-10-24,기능,버튼,동작안함,스위치고장,무상,부품교체,스위치 PCB Board Ass'y,25000,미청구,2020,2021
5020,SL26580,2022-09-29,2022-09-04,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5021,SL26581,2021-12-02,2021-06-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2021
5022,SL26582,2021-05-04,2020-09-09,외관,흠집,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2020,2021
5023,SL26583,2021-06-24,2020-12-14,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2020,2021
5024,SL26584,2023-05-08,2022-12-26,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2022,2023
5025,SL26585,2023-05-27,2022-11-29,기능,전원,켜지지 않음,휴즈 끊어짐,무상,부품교체,Fuse,3000,미청구,2022,2023
5026,SL26586,2021-08-12,2020-08-03,기능,버튼,동작안함,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2020,2021
5027,SL26587,2022-10-15,2022-09-30,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5028,SL26588,2022-04-05,2021-12-14,기능,화면,안켜짐,액정 고장,무상,부품교체,액정 Ass'y,80000,미청구,2021,2022
5029,SL26589,2023-04-17,2022-10-18,기능,버튼,두번 터치됨,Pcb Board 고장,무상,부품교체,MAIN Pcb Board,50000,미청구,2022,2023
5030,SL26590,2022-11-14,2022-03-03,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2022
5031,SL26591,2023-02-09,2022-09-27,외관,파손,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2023
5032,SL26592,2021-05-03,2021-04-28,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
5033,SL26593,2023-03-12,2023-02-12,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2023,2023
5034,SL26594,2022-09-28,2022-09-08,외관,오염,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
5035,SL26595,2023-05-29,2023-01-17,외관,오염,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2023,2023
5036,SL26596,2023-02-05,2023-01-17,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2023,2023
5037,SL26597,2022-02-08,2021-04-08,기능,버튼,두번 터치됨,스위치고장,무상,제품교환,스위치 PCB Board Ass'y,25000,미청구,2021,2022
5038,SL26598,2023-05-03,2022-01-10,기능,버튼,동작안함,스위치고장,유상,부품교체,스위치 PCB Board Ass'y,25000,25000,2022,2023
5039,SL26599,2022-07-12,2022-07-07,외관,파손,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5040,SL26600,2022-07-10,2021-12-12,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2021,2022
5041,SL26601,2022-10-31,2022-05-23,기능,전원,켜지지 않음,전원스위치 고장,무상,부품교체,SMPS Pcb Board,45000,미청구,2022,2022
5042,SL26602,2023-01-01,2022-12-19,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2023
5043,SL26603,2021-08-14,2021-06-30,기능,전원,켜지지 않음,전원스위치 고장,무상,제품교환,SMPS Pcb Board,45000,미청구,2021,2021
5044,SL26604,2022-10-26,2022-01-06,기능,전원,켜지지 않음,배터리 방전,무상,제품교환,Battery,30000,미청구,2022,2022
5045,SL26605,2022-03-14,2022-03-03,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2022,2022
5046,SL26606,2021-06-18,2021-06-08,외관,흠집,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2021,2021
5047,SL26607,2021-06-28,2021-05-29,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
5048,SL26608,2021-08-30,2021-08-22,외관,파손,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
5049,SL26609,2023-01-10,2022-11-19,외관,오염,케이스,사용자 과실,유상,부품교체,케이스,20000,20000,2022,2023
5050,SL26610,2022-11-04,2021-07-31,기능,전원,켜지지 않음,Pcb Board 고장,유상,부품교체,MAIN Pcb Board,50000,50000,2021,2022
5051,SL26611,2022-10-22,2022-10-10,외관,오염,액정,검수미비,무상,제품교환,액정 Ass'y,80000,미청구,2022,2022
5052,SL26612,2022-11-22,2022-02-16,외관,흠집,액정,사용자 과실,유상,부품교체,액정 Ass'y,80000,80000,2022,2022
5053,SL26613,2021-07-26,2021-07-03,외관,흠집,케이스,검수미비,무상,제품교환,케이스,20000,미청구,2021,2021
